uporabnik,tekma,rez_dom,rez_gos,tocke,gol_razlika
2,3047106,1,0,2,2
4,3047106,0,0,0,3
5,3047106,1,2,0,4
1,3047107,5,0,2,3
2,3047107,3,3,0,2
3,3047107,1,2,0,3
5,3047107,4,0,2,2
1,3047108,1,2,3,0
2,3047108,2,0,0,3
4,3047108,1,0,0,2
2,3047109,3,2,3,0
3,3047109,1,1,0,1
4,3047109,0,2,0,3
5,3047109,2,1,3,0
1,3047110,3,2,2,3
2,3047110,3,0,2,1
1,3047111,3,1,5,0
2,3047111,4,2,3,0
3,3047111,3,1,5,0
4,3047111,1,0,2,1
2,3047112,0,0,0,2
3,3047112,0,0,0,2
4,3047112,0,3,2,1
5,3047112,0,0,0,2
1,3047113,2,3,2,1
2,3047113,0,1,2,1
3,3047113,0,1,2,1
5,3047113,1,1,0,2
2,3047114,0,1,3,0
3,3047114,3,1,0,3
4,3047114,0,2,2,1
5,3047114,4,2,0,3
1,3047115,1,2,0,2
4,3047115,4,1,2,2
5,3047115,2,2,0,1
1,3047116,1,2,0,1
2,3047116,3,0,0,3
3,3047116,0,2,0,2
4,3047116,2,2,3,0
5,3047116,1,2,0,1
2,3047117,1,0,0,2
3,3047117,0,0,0,1
2,3047118,0,0,0,1
3,3047118,4,2,0,3
4,3047118,4,1,0,4
5,3047118,3,3,0,1
1,3047119,2,0,0,2
2,3047119,1,0,0,1
3,3047119,0,1,0,1
1,3047120,2,0,2,1
2,3047120,1,3,0,5
4,3047120,2,0,2,1
5,3047120,0,1,0,4
2,3047121,2,0,0,2
3,3047121,1,2,0,1
4,3047121,1,2,0,1
2,3047122,0,1,2,1
4,3047122,1,1,0,2
1,3047123,0,2,2,1
2,3047123,1,0,0,2
3,3047123,1,3,2,1
4,3047123,1,2,5,0
5,3047123,1,2,5,0
1,3047124,0,1,2,3
2,3047124,1,0,0,5
3,3047124,1,1,0,4
4,3047124,2,1,0,5
5,3047124,0,0,0,4
5,3047126,0,2,0,6
2,3047127,1,1,0,2
3,3047127,3,2,2,1
4,3047127,0,0,0,2
5,3047127,3,2,2,1
1,3047128,2,1,0,2
2,3047128,1,1,0,1
4,3047128,4,0,0,5
5,3047128,2,0,0,3
1,3047129,3,1,3,0
2,3047129,3,1,3,0
3,3047129,2,0,3,0
4,3047129,2,0,3,0
1,3047130,1,2,3,0
2,3047130,1,1,0,1
3,3047130,3,2,0,2
5,3047130,0,0,0,1
1,3047131,2,2,3,0
5,3047131,1,1,5,0
1,3047132,5,1,0,5
3,3047132,2,2,0,1
4,3047132,1,3,2,1
5,3047132,1,1,0,1
1,3047133,3,1,2,1
2,3047133,1,0,3,0
3,3047133,2,1,5,0
4,3047133,1,2,0,2
5,3047133,3,3,0,1
1,3047134,2,1,5,0
2,3047134,1,1,0,1
3,3047134,1,2,0,2
4,3047134,2,2,0,1
5,3047134,2,2,0,1
2,3047135,1,3,0,2
3,3047135,0,0,3,0
4,3047135,3,1,0,2
1,3047136,2,2,0,1
2,3047136,2,2,0,1
3,3047136,0,0,0,1
4,3047136,1,0,0,2
5,3047136,0,0,0,1
1,3047137,1,3,0,7
2,3047137,1,3,0,7
3,3047137,2,1,2,4
4,3047137,4,2,2,3
5,3047137,4,1,2,2
1,3047138,0,3,0,5
2,3047138,2,0,3,0
3,3047138,1,2,0,3
2,3047139,3,2,3,0
4,3047139,2,3,0,2
1,3047140,0,0,0,1
2,3047140,2,2,0,1
3,3047140,1,1,0,1
4,3047140,3,1,2,1
5,3047140,0,2,0,3
1,3047141,4,2,0,2
3,3047141,0,1,0,1
4,3047141,0,1,0,1
5,3047141,4,1,0,3
1,3047142,2,2,0,1
2,3047142,1,0,0,2
3,3047142,4,1,0,4
2,3047143,1,0,5,0
3,3047143,2,3,0,2
4,3047143,1,1,0,1
5,3047143,2,2,0,1
3,3047144,1,1,0,1
4,3047144,3,2,3,0
5,3047144,0,1,0,2
1,3047145,1,0,2,1
2,3047145,3,1,3,0
3,3047145,1,2,0,3
5,3047145,2,1,2,1
1,3047146,1,1,0,5
3,3047146,0,2,0,7
5,3047146,2,3,0,6
2,3047147,0,1,0,2
4,3047147,0,3,0,4
5,3047147,0,1,0,2
1,3047148,1,1,0,2
2,3047148,1,0,0,3
3,3047148,1,1,0,2
4,3047148,0,0,0,2
5,3047148,2,2,0,2
1,3047149,0,1,2,2
2,3047149,3,0,0,6
3,3047149,0,1,2,2
4,3047149,1,3,2,1
5,3047149,1,0,0,4
1,3047150,1,0,5,0
2,3047150,1,2,0,2
3,3047150,2,3,0,2
5,3047150,5,2,2,2
1,3047151,0,1,2,3
2,3047151,3,1,0,6
3,3047151,0,0,0,4
4,3047151,1,0,0,5
5,3047151,1,1,0,4
1,3047152,3,1,2,1
2,3047152,0,0,0,1
4,3047152,2,3,0,2
5,3047152,0,1,0,2
2,3047153,2,1,2,1
3,3047153,3,1,3,0
4,3047153,1,2,0,3
1,3047154,4,2,0,2
2,3047154,2,1,0,1
3,3047154,1,0,0,1
5,3047154,0,2,0,2
2,3047155,0,1,0,1
4,3047155,2,1,0,1
1,3047156,3,2,0,2
2,3047156,3,1,0,3
4,3047156,0,1,5,0
1,3047157,3,2,2,1
2,3047157,0,4,0,6
3,3047157,1,4,0,5
4,3047157,2,1,2,1
5,3047157,3,0,2,1
4,3047158,1,0,0,1
5,3047158,0,1,0,1
1,3047159,3,0,0,5
4,3047159,1,0,0,3
5,3047159,0,2,3,0
1,3047160,0,0,0,5
2,3047160,1,1,0,5
3,3047160,1,1,0,5
4,3047160,3,1,0,7
5,3047160,3,1,0,7
1,3047161,1,0,0,3
3,3047161,1,0,0,3
4,3047161,2,3,2,1
5,3047161,1,1,0,2
1,3047162,1,1,0,3
2,3047162,0,1,0,4
4,3047162,1,0,2,2
5,3047162,0,1,0,4
2,3047163,1,1,0,2
3,3047163,4,1,0,5
4,3047163,1,1,0,2
5,3047163,1,2,2,1
1,3047164,0,0,0,2
2,3047164,3,1,3,0
4,3047164,0,0,0,2
5,3047164,2,1,2,1
2,3047165,1,0,2,1
3,3047165,3,0,2,1
4,3047165,0,1,0,3
5,3047165,1,1,0,2
2,3047166,0,3,0,4
3,3047166,1,0,3,0
5,3047166,2,2,0,1
1,3047167,2,2,0,1
3,3047167,3,2,3,0
4,3047167,1,0,3,0
5,3047167,3,0,2,2
2,3047168,3,1,0,2
3,3047168,1,2,0,1
4,3047168,3,4,0,1
1,3047169,3,1,0,3
2,3047169,2,1,0,2
3,3047169,1,1,0,1
4,3047169,2,0,0,3
5,3047169,2,2,0,1
1,3047170,2,1,0,1
2,3047170,0,2,0,2
4,3047170,0,2,0,2
5,3047170,1,0,0,1
1,3047171,0,1,0,2
2,3047171,1,0,5,0
3,3047171,1,0,5,0
4,3047171,3,0,2,2
5,3047171,0,4,0,5
1,3047172,0,1,0,2
2,3047172,0,1,0,2
4,3047172,0,0,0,1
5,3047172,0,1,0,2
1,3047173,0,1,0,3
2,3047173,0,2,0,4
3,3047173,0,2,0,4
4,3047173,3,2,2,1
5,3047173,0,1,0,3
1,3047174,0,0,0,1
3,3047174,2,1,0,2
1,3047175,1,1,0,1
2,3047175,1,0,0,2
3,3047175,2,1,0,2
5,3047175,1,1,0,1
1,3047176,0,0,0,4
2,3047176,1,2,2,3
3,3047176,2,2,0,4
4,3047176,1,3,2,2
2,3047177,2,0,0,3
3,3047177,0,2,2,1
4,3047177,3,2,0,2
5,3047177,1,2,5,0
2,3047178,2,0,5,0
3,3047178,1,3,0,4
5,3047178,1,0,2,1
3,3047179,1,4,2,1
4,3047179,0,0,0,2
5,3047179,1,2,2,1
1,3047180,2,0,3,0
2,3047180,1,2,0,3
3,3047180,1,1,0,2
5,3047180,1,0,2,1
2,3047181,1,3,2,1
4,3047181,0,1,2,2
3,3047182,2,1,2,4
4,3047182,1,3,0,7
5,3047182,2,0,2,3
1,3047183,1,1,0,4
3,3047183,0,2,0,6
4,3047183,2,1,2,3
1,3047184,0,1,0,4
2,3047184,5,1,2,1
4,3047184,1,0,2,2
5,3047184,0,3,0,6
1,3047185,0,2,0,4
2,3047185,0,3,0,5
3,3047185,0,1,0,3
4,3047185,1,0,2,1
5,3047185,3,2,2,1
2,3047186,3,1,0,3
3,3047186,0,1,3,0
5,3047186,1,1,0,1
2,3047187,2,1,2,1
3,3047187,0,0,0,2
5,3047187,1,2,0,3
1,3047188,3,2,0,4
2,3047188,1,2,2,2
4,3047188,1,1,0,3
5,3047188,1,1,0,3
2,3047189,2,0,0,4
3,3047189,0,3,2,1
4,3047189,1,1,0,2
5,3047189,4,3,0,3
1,3047190,1,0,2,1
2,3047190,0,0,0,2
3,3047190,4,2,3,0
4,3047190,1,0,2,1
5,3047190,1,3,0,4
2,3047191,2,1,2,4
4,3047191,0,2,0,7
5,3047191,0,2,0,7
1,3047192,2,1,0,1
2,3047192,1,1,3,0
3,3047192,2,1,0,1
1,3047193,3,1,2,1
4,3047193,1,2,0,2
5,3047193,2,1,5,0
1,3047194,2,3,0,1
2,3047194,2,2,3,0
3,3047194,0,2,0,2
4,3047194,2,0,0,2
5,3047194,4,3,0,1
2,3047195,0,1,0,1
3,3047195,2,1,0,1
5,3047195,0,1,0,1
2,3047196,2,2,0,2
3,3047196,2,1,0,3
5,3047196,0,1,2,1
2,3047197,1,1,0,1
3,3047197,2,1,5,0
4,3047197,3,0,2,2
2,3047198,0,0,0,4
3,3047198,1,2,0,5
1,3047199,0,2,3,0
2,3047199,1,4,2,1
3,3047199,2,3,2,1
4,3047199,0,0,0,2
5,3047199,1,2,2,1
1,3047200,0,1,0,1
3,3047200,2,0,0,2
5,3047200,3,2,0,1
1,3047201,0,2,0,3
3,3047201,0,2,0,3
4,3047201,2,2,0,1
5,3047201,1,0,3,0
3,3047202,1,1,0,1
4,3047202,1,1,0,1
1,3047203,0,1,0,1
2,3047203,0,2,0,2
4,3047203,2,2,3,0
5,3047203,2,2,3,0
4,3047204,3,1,2,3
5,3047204,1,2,0,6
1,3047205,1,2,2,1
2,3047205,3,4,2,1
4,3047205,1,1,0,2
1,3047206,1,0,0,3
3,3047206,0,0,0,2
4,3047206,1,0,0,3
5,3047206,1,2,2,1
1,3047207,2,2,0,1
2,3047207,1,2,0,2
4,3047207,2,1,3,0
5,3047207,0,1,0,2
1,3047208,1,3,0,2
2,3047208,0,2,0,2
3,3047208,2,0,0,2
5,3047208,1,1,5,0
1,3047209,2,1,2,3
2,3047209,3,3,0,4
3,3047209,1,0,2,3
4,3047209,1,2,0,5
5,3047209,1,3,0,6
1,3047210,2,1,2,2
2,3047210,1,3,0,5
3,3047210,0,0,0,3
4,3047210,1,2,0,4
5,3047210,1,3,0,5
1,3047211,1,4,2,2
3,3047211,0,1,3,0
4,3047211,0,1,3,0
5,3047211,1,0,0,2
1,3047212,0,2,2,1
2,3047212,2,3,2,2
3,3047212,2,1,0,4
5,3047212,2,2,0,3
1,3047213,0,0,5,0
5,3047213,1,3,0,2
1,3047214,5,0,0,5
2,3047214,0,3,0,3
3,3047214,2,1,0,1
4,3047214,2,3,0,1
2,3047215,1,2,2,2
4,3047215,3,2,0,4
5,3047215,1,2,2,2
3,3047216,2,1,0,2
4,3047216,1,1,0,1
1,3047217,0,1,3,0
2,3047217,3,3,0,1
3,3047217,1,4,2,2
4,3047217,3,0,0,4
1,3047218,2,1,3,0
3,3047218,1,2,0,2
4,3047218,0,0,0,1
5,3047218,5,2,2,2
3,3047219,0,3,0,5
4,3047219,1,0,2,1
5,3047219,0,2,0,4
1,3047220,5,0,0,5
2,3047220,1,1,5,0
3,3047220,1,3,0,2
4,3047220,2,1,0,1
5,3047220,0,1,0,1
1,3047221,3,2,2,3
3,3047221,2,0,2,2
4,3047221,3,0,2,1
5,3047221,0,0,0,4
1,3047222,2,2,0,1
4,3047222,1,0,0,2
5,3047222,0,1,3,0
1,3047223,3,0,0,5
3,3047223,3,1,0,4
5,3047223,0,2,5,0
2,3047224,2,1,0,6
3,3047224,2,1,0,6
5,3047224,0,1,2,4
1,3047225,1,1,0,2
3,3047225,2,2,0,2
4,3047225,3,0,0,5
5,3047225,2,3,2,1
2,3047226,1,2,2,4
3,3047226,2,2,0,5
4,3047226,0,1,2,4
5,3047226,0,1,2,4
1,3047227,1,2,0,2
2,3047227,2,2,0,1
3,3047227,2,2,0,1
4,3047227,2,1,3,0
5,3047227,1,0,5,0
1,3047228,0,0,3,0
2,3047228,1,3,0,2
3,3047228,1,1,5,0
5,3047228,1,1,5,0
2,3047229,0,0,,
4,3047229,0,1,,
1,3047230,2,2,0,6
2,3047230,0,2,2,4
3,3047230,5,0,0,11
4,3047230,0,3,2,3
5,3047230,0,2,2,4
1,3047231,1,1,3,0
2,3047231,1,1,3,0
5,3047231,5,0,0,5
2,3047232,1,1,0,2
4,3047232,0,2,0,4
5,3047232,1,0,2,1
1,3047233,1,2,3,0
2,3047233,0,1,3,0
3,3047233,1,1,0,1
4,3047233,1,0,0,2
1,3047234,1,0,2,2
2,3047234,3,1,2,1
3,3047234,1,1,0,3
5,3047234,2,1,2,2
1,3047235,0,0,3,0
2,3047235,5,2,0,3
3,3047235,3,0,0,3
1,3047236,3,1,3,0
2,3047236,1,4,0,5
3,3047236,2,1,2,1
4,3047236,1,4,0,5
1,3047237,0,3,0,7
3,3047237,2,3,0,5
4,3047237,2,0,2,2
5,3047237,2,1,2,3
1,3047238,1,2,5,0
2,3047238,0,1,3,0
3,3047238,1,1,0,1
4,3047238,2,2,0,1
5,3047238,1,0,0,2
1,3047239,2,1,0,1
2,3047239,1,0,0,1
3,3047239,1,2,0,1
4,3047239,1,3,0,2
5,3047239,3,2,0,1
1,3047240,0,2,0,2
2,3047240,1,1,3,0
3,3047240,2,2,5,0
5,3047240,4,4,3,0
1,3047241,1,1,5,0
3,3047241,1,1,5,0
4,3047241,1,1,5,0
5,3047241,4,0,0,4
1,3047242,1,0,2,1
5,3047242,0,2,0,4
1,3047243,0,0,3,0
2,3047243,3,2,0,1
3,3047243,3,0,0,3
5,3047243,2,1,0,1
2,3047244,1,2,5,0
3,3047244,0,2,2,1
4,3047244,1,1,0,1
5,3047244,1,2,5,0
1,3047245,1,3,,
3,3047245,0,2,,
4,3047245,2,1,,
1,3047246,1,1,,
2,3047247,0,0,,
4,3047247,0,1,,
5,3047247,1,0,,
1,3047248,0,2,,
3,3047248,2,0,,
4,3047248,2,4,,
5,3047248,4,1,,
1,3047249,0,2,,
2,3047249,1,3,,
3,3047249,0,0,,
4,3047249,0,1,,
1,3047250,3,1,,
3,3047250,0,2,,
4,3047250,1,0,,
5,3047250,2,0,,
3,3047251,2,0,,
4,3047251,0,1,,
5,3047251,3,0,,
1,3047252,0,2,,
3,3047252,3,1,,
4,3047252,2,2,,
1,3047253,3,2,,
3,3047253,3,2,,
4,3047253,2,1,,
5,3047253,1,2,,
1,3047254,3,1,,
2,3047254,4,3,,
3,3047254,4,2,,
5,3047254,2,1,,
1,3047255,1,1,,
3,3047255,1,1,,
4,3047255,0,1,,
5,3047255,0,1,,
1,3047256,3,3,,
2,3047256,3,0,,
3,3047256,1,2,,
4,3047256,1,0,,
5,3047256,2,1,,
2,3047257,2,2,,
3,3047257,0,1,,
5,3047257,4,3,,
1,3047258,0,3,,
2,3047258,1,2,,
4,3047258,1,1,,
5,3047258,1,0,,
1,3047259,2,1,,
2,3047259,3,2,,
3,3047259,3,3,,
4,3047259,0,1,,
5,3047259,5,1,,
1,3047260,0,1,,
2,3047260,0,1,,
4,3047260,2,2,,
5,3047260,2,1,,
4,3047261,0,3,,
5,3047261,3,3,,
1,3047262,2,1,,
2,3047262,1,0,,
3,3047262,2,0,,
4,3047262,1,1,,
5,3047262,2,2,,
3,3047263,0,0,,
4,3047263,2,0,,
2,3047264,0,0,,
4,3047264,3,3,,
5,3047264,0,1,,
3,3047265,2,1,,
4,3047265,2,2,,
1,3047266,0,1,,
2,3047266,3,2,,
4,3047266,0,2,,
5,3047266,0,2,,
1,3047267,0,1,,
2,3047267,0,2,,
1,3047268,0,2,,
2,3047268,1,0,,
5,3047268,2,5,,
1,3047269,2,2,,
2,3047269,3,2,,
3,3047269,1,1,,
4,3047269,0,2,,
5,3047269,5,1,,
1,3047270,1,1,,
3,3047270,3,0,,
5,3047270,1,1,,
1,3047271,2,2,,
2,3047271,1,1,,
3,3047271,4,4,,
5,3047271,2,0,,
1,3047272,0,2,,
2,3047272,2,2,,
3,3047272,1,0,,
1,3047273,0,2,,
2,3047273,0,1,,
3,3047273,2,0,,
4,3047273,0,3,,
5,3047273,2,2,,
1,3047274,2,0,,
3,3047274,1,1,,
1,3047275,1,0,,
2,3047275,5,0,,
3,3047275,2,3,,
4,3047275,2,3,,
5,3047275,1,2,,
1,3047276,1,2,,
3,3047276,1,1,,
4,3047276,2,2,,
5,3047276,1,0,,
1,3047277,0,2,,
2,3047277,1,2,,
4,3047277,0,2,,
5,3047277,1,3,,
2,3047278,0,2,,
4,3047278,2,0,,
5,3047278,4,0,,
2,3047279,2,1,,
2,3047280,0,2,,
3,3047280,0,3,,
4,3047280,2,2,,
5,3047280,1,0,,
2,3047281,0,3,,
4,3047281,0,0,,
5,3047281,1,3,,
1,3047282,2,2,,
4,3047282,1,1,,
5,3047282,2,5,,
1,3047283,1,1,,
3,3047283,2,0,,
5,3047283,2,1,,
1,3047284,3,1,,
2,3047284,1,0,,
3,3047284,1,2,,
4,3047284,0,0,,
5,3047284,4,0,,
1,3047285,2,1,,
4,3047285,3,0,,
5,3047285,3,2,,
1,3047286,2,2,,
2,3047286,3,1,,
3,3047286,3,3,,
4,3047286,3,4,,
5,3047286,2,1,,
1,3047287,2,3,,
3,3047287,2,5,,
4,3047287,2,1,,
5,3047287,3,2,,
1,3047288,2,1,,
3,3047288,0,1,,
4,3047288,1,1,,
5,3047288,0,0,,
2,3047289,2,0,,
3,3047289,2,2,,
4,3047289,0,3,,
5,3047289,0,3,,
1,3047290,4,2,,
2,3047290,2,1,,
3,3047290,2,2,,
4,3047290,2,4,,
5,3047290,3,0,,
1,3047291,2,3,,
2,3047291,0,0,,
3,3047291,1,1,,
4,3047291,1,1,,
5,3047291,0,2,,
1,3047292,0,1,,
2,3047292,0,3,,
3,3047292,0,1,,
5,3047292,0,2,,
1,3047293,2,1,,
2,3047293,1,0,,
3,3047293,1,2,,
4,3047293,0,3,,
1,3047294,1,1,,
2,3047294,3,0,,
3,3047294,0,1,,
4,3047294,1,3,,
5,3047294,2,1,,
1,3047295,0,1,,
2,3047295,0,0,,
3,3047295,0,1,,
2,3047296,1,2,,
4,3047296,1,1,,
5,3047296,4,1,,
1,3047297,0,4,,
2,3047297,3,1,,
3,3047297,1,1,,
4,3047297,2,2,,
5,3047297,1,1,,
1,3047298,3,1,,
3,3047298,3,1,,
4,3047298,0,2,,
1,3047299,2,1,,
4,3047299,0,0,,
2,3047300,1,3,,
3,3047300,1,2,,
4,3047300,2,1,,
5,3047300,3,2,,
2,3047301,1,4,,
3,3047301,0,1,,
4,3047301,1,3,,
1,3047302,1,1,,
2,3047302,1,0,,
3,3047302,1,2,,
4,3047302,1,3,,
1,3047303,1,2,,
2,3047303,2,3,,
4,3047303,3,1,,
5,3047303,1,0,,
3,3047304,0,1,,
4,3047304,1,1,,
5,3047304,1,0,,
1,3047305,1,1,,
2,3047305,1,2,,
3,3047305,1,2,,
4,3047305,4,3,,
2,3047306,0,0,,
3,3047306,2,0,,
4,3047306,3,0,,
5,3047306,1,1,,
2,3047307,4,1,,
3,3047307,1,0,,
4,3047307,3,1,,
5,3047307,0,2,,
2,3047308,0,4,,
3,3047308,2,1,,
4,3047308,3,0,,
1,3047309,1,1,,
2,3047309,2,0,,
4,3047309,1,1,,
5,3047309,0,1,,
3,3047310,0,1,,
4,3047310,1,2,,
5,3047310,4,2,,
1,3047311,0,2,,
2,3047311,3,1,,
4,3047311,1,2,,
5,3047311,1,2,,
1,3047312,1,1,,
2,3047312,1,1,,
1,3047313,1,0,,
2,3047313,2,0,,
3,3047313,5,1,,
4,3047313,2,1,,
5,3047313,2,2,,
1,3047314,2,2,,
3,3047314,4,2,,
4,3047314,4,2,,
2,3047315,1,2,,
3,3047315,0,0,,
5,3047315,4,1,,
2,3047316,3,1,,
1,3047317,0,0,,
2,3047317,2,3,,
3,3047317,4,0,,
5,3047317,1,2,,
1,3047318,1,4,,
2,3047318,0,1,,
3,3047318,0,2,,
5,3047318,0,1,,
1,3047319,2,0,,
2,3047319,3,2,,
3,3047319,1,0,,
4,3047319,0,2,,
5,3047319,0,0,,
1,3047320,1,1,,
3,3047320,2,2,,
5,3047320,0,1,,
3,3047321,2,1,,
4,3047321,0,2,,
5,3047321,0,1,,
1,3047322,0,2,,
3,3047322,1,1,,
4,3047322,2,2,,
5,3047322,0,2,,
3,3047323,3,3,,
4,3047323,3,2,,
1,3047324,0,0,,
3,3047324,0,0,,
4,3047324,5,1,,
5,3047324,2,0,,
1,3047325,1,4,,
2,3047325,3,1,,
3,3047325,1,0,,
4,3047325,1,1,,
5,3047325,0,1,,
2,3058810,1,0,5,0
3,3058810,5,0,2,4
4,3058810,1,3,0,3
5,3058810,1,1,0,1
1,3058811,0,2,0,3
3,3058811,0,1,0,2
4,3058811,1,3,0,3
5,3058811,2,0,2,1
1,3058812,0,1,0,2
2,3058812,2,2,0,1
3,3058812,0,2,0,3
4,3058812,1,1,0,1
5,3058812,1,2,0,2
1,3058813,1,0,0,2
3,3058813,0,1,3,0
4,3058813,5,2,0,4
5,3058813,1,1,0,1
1,3058814,1,1,0,2
2,3058814,4,0,0,6
3,3058814,3,2,0,3
4,3058814,3,0,0,5
5,3058814,0,0,0,2
1,3058815,2,0,0,4
4,3058815,2,0,0,4
5,3058815,3,4,2,1
1,3058816,1,2,3,0
2,3058816,1,2,3,0
3,3058816,1,0,0,2
5,3058816,2,1,0,2
2,3058817,2,0,2,1
4,3058817,0,1,0,2
5,3058817,1,4,0,4
1,3058818,1,0,0,1
3,3058818,1,0,0,1
4,3058818,0,0,3,0
5,3058818,2,1,0,1
1,3058819,0,1,0,1
2,3058819,4,0,0,4
3,3058819,1,2,0,1
4,3058819,3,0,0,3
5,3058819,0,1,0,1
1,3058820,0,0,5,0
2,3058820,2,2,3,0
3,3058820,0,3,0,3
4,3058820,3,0,0,3
2,3058821,2,0,2,1
3,3058821,2,2,0,3
4,3058821,2,0,2,1
5,3058821,4,2,2,1
1,3058822,4,1,2,2
2,3058822,1,0,5,0
3,3058822,0,1,0,2
4,3058822,1,4,0,4
1,3058823,0,1,0,1
2,3058823,2,2,3,0
5,3058823,0,3,0,3
1,3058824,3,4,3,0
2,3058824,0,1,5,0
4,3058824,0,2,2,1
5,3058824,0,3,2,2
2,3058825,1,1,0,1
3,3058825,1,1,0,1
1,3058826,2,3,0,2
3,3058826,2,1,5,0
4,3058826,2,1,5,0
5,3058826,0,0,0,1
2,3058827,3,1,0,3
3,3058827,0,1,5,0
4,3058827,2,2,0,1
5,3058827,0,3,2,2
1,3058828,3,1,0,2
3,3058828,0,1,0,1
4,3058828,0,1,0,1
5,3058828,1,2,0,1
3,3058829,2,0,0,2
5,3058829,1,0,0,1
2,3058830,0,2,0,4
3,3058830,1,0,2,1
5,3058830,2,1,2,1
1,3058831,1,2,0,2
4,3058831,4,3,3,0
5,3058831,2,2,0,1
1,3058832,2,1,5,0
2,3058832,3,1,2,1
4,3058832,2,0,2,1
5,3058832,3,2,3,0
2,3058833,2,1,0,4
4,3058833,0,3,5,0
5,3058833,2,2,0,3
1,3058834,2,2,3,0
2,3058834,2,2,3,0
3,3058834,1,0,0,1
4,3058834,1,1,5,0
3,3058835,2,0,5,0
4,3058835,2,1,2,1
5,3058835,3,0,2,1
1,3058836,0,0,3,0
2,3058836,1,1,3,0
3,3058836,1,1,3,0
1,3058837,2,1,0,1
2,3058837,3,5,0,2
4,3058837,1,1,5,0
5,3058837,3,1,0,2
2,3058838,2,0,5,0
3,3058838,2,2,0,2
5,3058838,2,2,0,2
1,3058839,0,1,0,1
2,3058839,4,0,0,4
4,3058839,0,5,0,5
5,3058839,2,1,0,1
1,3058840,3,1,0,3
2,3058840,2,0,0,3
4,3058840,2,1,0,2
5,3058840,2,2,0,1
1,3058841,1,1,0,3
3,3058841,2,1,2,2
4,3058841,2,0,2,1
5,3058841,0,2,0,5
1,3058842,2,2,3,0
2,3058842,3,2,0,1
3,3058842,2,3,0,1
4,3058842,0,0,3,0
2,3058843,0,2,5,0
3,3058843,1,2,2,1
4,3058843,2,3,2,1
1,3058844,0,0,0,1
2,3058844,2,0,0,3
5,3058844,2,3,3,0
1,3058845,0,1,2,2
4,3058845,1,1,0,3
1,3058846,0,0,5,0
2,3058846,1,1,3,0
3,3058846,1,0,0,1
5,3058846,0,2,0,2
1,3058847,1,0,3,0
3,3058847,1,0,3,0
3,3058848,2,3,0,3
4,3058848,1,4,0,5
3,3058849,3,0,0,3
5,3058849,1,2,0,1
1,3058850,4,1,2,1
2,3058850,1,0,2,1
3,3058850,2,0,5,0
5,3058850,2,2,0,2
1,3058851,1,1,3,0
3,3058851,2,2,3,0
4,3058851,1,2,0,1
5,3058851,1,2,0,1
1,3058852,1,0,0,3
2,3058852,0,1,2,1
3,3058852,2,4,3,0
4,3058852,1,1,0,2
5,3058852,2,1,0,3
1,3058853,1,3,0,4
2,3058853,3,2,2,1
3,3058853,0,1,0,3
4,3058853,1,1,0,2
5,3058853,0,1,0,3
2,3058854,3,0,2,1
3,3058854,1,1,0,2
4,3058854,3,0,2,1
5,3058854,3,1,3,0
2,3058855,2,1,0,1
4,3058855,1,1,3,0
5,3058855,2,0,0,2
1,3058856,0,1,0,1
2,3058856,3,3,3,0
3,3058856,2,2,3,0
4,3058856,1,1,3,0
5,3058856,2,0,0,2
1,3058857,0,3,2,2
2,3058857,1,2,3,0
3,3058857,1,1,0,1
4,3058857,0,2,2,1
5,3058857,3,2,0,2
2,3058858,3,3,3,0
3,3058858,1,0,0,1
1,3058859,0,1,0,3
4,3058859,1,1,0,2
5,3058859,2,1,2,1
1,3058860,2,2,0,1
2,3058860,1,2,0,2
3,3058860,1,4,0,4
4,3058860,3,1,2,1
2,3058861,1,0,2,1
3,3058861,0,2,0,4
4,3058861,1,1,0,2
5,3058861,0,1,0,3
2,3058862,0,3,0,3
3,3058862,1,3,0,2
4,3058862,1,0,0,1
5,3058862,1,1,5,0
1,3058863,2,3,0,2
2,3058863,4,0,2,3
3,3058863,2,2,0,1
1,3058864,2,2,3,0
2,3058864,1,0,0,1
3,3058864,1,1,5,0
4,3058864,1,1,5,0
5,3058864,1,0,0,1
2,3058865,1,1,0,2
2,3058866,1,1,0,2
3,3058866,0,1,0,3
4,3058866,3,1,3,0
5,3058866,3,0,2,1
1,3058867,2,0,2,1
2,3058867,0,1,0,4
3,3058867,0,1,0,4
5,3058867,1,1,0,3
1,3058868,1,2,0,1
2,3058868,0,0,3,0
5,3058868,0,1,0,1
1,3058869,1,2,0,1
4,3058869,1,1,5,0
5,3058869,3,1,0,2
1,3058870,2,4,0,4
2,3058870,1,0,2,1
3,3058870,2,1,2,1
4,3058870,1,1,0,2
5,3058870,1,0,2,1
1,3058871,3,1,0,3
2,3058871,1,3,2,1
4,3058871,3,2,0,2
2,3058872,3,2,0,1
3,3058872,1,1,3,0
5,3058872,0,2,0,2
1,3058873,3,1,3,0
2,3058873,0,0,0,2
4,3058873,4,1,2,1
5,3058873,3,2,2,1
2,3058874,1,0,0,3
3,3058874,2,1,0,3
4,3058874,3,1,0,4
5,3058874,3,4,2,1
2,3058875,1,1,0,2
3,3058875,2,2,0,2
4,3058875,1,1,0,2
1,3058876,5,3,2,1
3,3058876,2,2,0,1
1,3058877,0,2,0,2
3,3058877,0,1,0,1
4,3058877,1,2,0,1
5,3058877,2,0,0,2
1,3058878,5,3,2,1
